label,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
glute_bridge_down,959.47217,268.72446,311.19775,981.13293,280.15012,297.88257,982.6001,284.66547,297.77188,984.0968,289.77307,297.64587,978.486,274.26843,342.95416,978.14575,274.33667,343.06094,977.9669,274.4443,342.81244,978.9239,316.95215,276.99548,974.3602,300.02533,473.99692,941.727,279.83075,301.72925,938.2915,271.86728,359.13437,922.379,372.70105,67.76733,845.78705,295.73862,557.25195,792.76575,443.4656,-142.63716,673.7827,361.1432,605.93243,638.44434,464.82715,-336.37955,559.20184,346.5995,549.98706,590.9338,498.66415,-392.30005,503.6551,356.866,539.6026,583.8478,477.08344,-386.19357,504.59866,355.47433,492.88397,593.72644,462.33698,-333.45795,522.4048,357.72845,525.9951,612.22705,382.2825,-147.78075,570.51404,320.34918,147.25328,405.8287,171.0001,-235.639,388.7315,137.99554,13.32375,309.8483,430.86145,-223.12616,292.97452,365.79782,126.19737,327.5869,477.75873,-216.2554,296.64716,416.9256,133.11395,170.04352,485.1399,-248.55106,172.48782,412.06573,97.57184
glute_bridge_down,876.94305,249.77246,9.692778,905.6763,256.90567,-9.436399,909.6229,264.03824,-9.515854,913.91675,272.46243,-9.751665,900.37646,246.982,39.339127,900.00525,245.23929,39.462616,899.57043,243.51393,39.223267,920.13794,310.36523,-0.39576802,901.8419,269.1705,221.9299,860.61865,272.04324,20.208931,854.48315,258.19852,84.535835,827.5581,434.6314,-94.89432,744.35315,277.43835,360.1889,660.9412,545.609,-120.8628,557.69257,330.4314,426.53458,473.92456,643.378,-170.98468,410.03818,331.08496,323.03766,416.41174,686.9531,-210.11511,365.50757,334.02728,306.75754,405.67734,671.9579,-238.03484,373.0996,336.1319,251.5639,421.9994,652.9934,-179.35846,390.76724,342.8952,294.5857,437.53748,451.98758,-157.56877,409.51898,335.65347,157.09761,155.69995,277.7418,-346.00934,174.59158,102.27941,48.740555,144.7858,524.5103,-54.402603,140.64903,395.10257,305.32394,176.23993,571.6615,-21.760721,173.26648,443.4902,334.02072,12.299881,598.8715,-47.283916,48.65017,437.3289,329.88034
glute_bridge_up,355.1643,232.03624,328.76437,339.53424,240.7639,357.73468,339.09888,240.76172,357.6074,338.45367,240.92409,357.44165,339.0663,247.58904,316.86017,338.451,252.73059,316.76257,337.74612,258.8492,316.52,343.1708,256.56073,485.9462,343.2351,284.5093,296.58115,372.66357,236.04083,377.53293,372.49026,243.4266,322.58783,459.59155,269.4911,538.73566,389.61676,325.83948,133.43546,614.0842,298.89847,559.8955,511.71118,409.161,-97.52308,750.2099,293.9961,472.19336,658.22424,454.97552,-364.35675,791.08057,308.27155,466.37628,703.002,484.21844,-403.57602,790.35547,309.25745,435.6688,712.03217,469.7528,-396.5677,773.2578,305.8644,454.41226,699.08563,455.6947,-362.36478,716.82465,207.56226,144.98663,701.8749,259.6972,-145.13675,971.65283,102.02964,-33.08053,974.47314,159.92758,-301.8265,1026.2803,346.70773,154.10272,1024.5985,426.54974,-196.28165,1006.408,396.24423,171.98442,1000.75433,467.82263,-178.23248,1134.1299,387.3635,166.9971,1156.3319,485.3721,-195.06952
glute_bridge_up,552.32513,489.18842,73.29381,563.54694,494.52155,54.045338,564.0361,496.0255,54.05267,564.5144,497.61325,53.999607,563.1476,494.03098,87.57863,563.3932,495.1951,87.635414,563.6656,496.37378,87.534615,563.1495,517.6252,2.4179966,562.3913,514.59937,151.10239,542.19507,495.1395,57.132973,542.42224,494.45026,100.31047,510.0274,550.59705,-103.8234,491.6551,518.67645,239.29802,433.76755,588.63794,-177.96759,415.48688,528.39484,289.018,352.22516,606.34393,-215.41464,332.13367,513.53314,286.35266,323.435,620.36255,-242.88234,307.92596,511.7278,298.85565,320.9897,607.40924,-232.41557,308.272,514.69006,274.52792,330.80066,600.49567,-209.66942,315.0259,516.529,274.50418,338.328,512.4004,-105.58565,339.69388,487.6642,105.37313,208.1033,425.2868,-181.96214,214.54648,415.97372,45.52856,204.11078,557.5757,-50.009457,206.06828,528.8496,181.28908,218.10289,580.0011,-37.66741,222.00203,550.91376,193.50195,134.8435,577.1273,-52.24215,145.31358,555.40424,175.59996
glute_bridge_down,296.38843,265.936,281.9681,280.59772,275.45248,307.88272,281.07855,275.42026,307.7317,281.7726,275.39642,307.56458,279.53137,281.86288,275.2334,279.3242,286.921,275.18933,279.318,292.65997,274.9797,290.5409,294.65372,422.27817,287.0648,317.99277,275.0796,316.21558,267.7522,325.03198,314.4347,275.35373,281.63287,418.68347,287.82614,498.6452,341.37012,361.8882,108.90849,566.7797,328.43735,577.8297,466.8186,433.3633,-69.74631,709.3145,342.93628,533.7878,629.9609,460.84735,-239.19421,757.7229,342.407,528.60815,673.01086,490.85086,-269.36124,758.7161,350.48367,496.11453,685.53845,474.90363,-271.15237,738.9922,358.49127,517.7882,670.90356,459.4809,-239.29884,685.31287,317.66376,128.59967,656.5624,372.7665,-128.89136,870.61127,125.31561,-16.553028,860.42847,165.86148,-214.06781,968.16724,351.52048,107.49318,966.6857,413.43027,-152.35297,955.36224,386.20795,117.77135,948.58594,455.78864,-138.48143,1090.0369,392.50674,84.261314,1103.2521,471.89322,-156.7001
glute_bridge_down,256.61816,233.15451,63.62773,238.85327,242.87814,84.899994,239.17679,242.72171,84.71413,239.62613,242.76709,84.53502,238.16318,250.56606,39.75529,237.89218,256.20645,39.736057,238.07712,262.8133,39.57848,250.6218,264.72296,203.89946,250.47046,292.28662,2.3743029,276.9839,235.48007,112.69134,276.6956,245.805,53.945137,387.51794,249.29504,355.10648,337.9216,343.56625,-164.14613,550.51556,278.05203,478.1006,500.10992,407.928,-284.3847,689.943,276.30423,463.62573,666.20605,426.5863,-371.40338,734.97974,270.71228,466.80017,723.87573,452.86337,-416.7284,737.633,278.1459,421.28778,730.8331,431.17038,-416.7641,719.83673,285.28946,442.0952,715.9431,417.2172,-370.23383,683.74023,249.6668,161.64421,680.14136,321.34247,-161.40018,866.0624,73.71412,38.797844,899.1037,123.093124,-261.59583,951.25586,290.8323,287.4002,979.9508,349.36572,-49.30406,939.93945,336.22086,309.63474,961.78253,395.02957,-22.224697,1068.4019,324.5469,290.38245,1106.6763,395.1721,-31.945637
glute_bridge_up,321.1143,121.96749,31.11265,329.28107,128.99425,16.670086,329.53735,130.80347,16.679686,329.81177,132.64046,16.650198,329.04343,127.93969,38.276028,329.08847,128.92256,38.304905,329.1723,130.08392,38.241974,326.70828,144.83452,-17.748194,326.15533,141.90402,77.9207,312.2966,125.45472,21.169832,311.83597,124.05134,48.85602,283.8956,160.71928,-77.1446,272.76276,142.91975,135.64948,211.58975,181.98466,-97.36249,200.90565,151.16895,167.08957,143.78232,189.70338,-116.40584,139.12349,148.57866,149.11938,123.259346,195.12083,-139.19095,123.34468,144.53123,148.16417,121.07473,190.024,-135.35608,119.9787,147.52328,128.42918,126.96608,186.6932,-114.04781,125.92798,148.66028,139.57053,151.43076,101.93572,-66.9009,153.16144,91.980965,66.7606,51.060394,39.434742,-110.10986,54.07079,46.291294,29.72346,15.149694,146.45044,-40.61663,20.636877,131.7895,112.61582,21.478603,167.648,-35.29287,26.206114,153.30019,118.74933,-33.538742,157.80899,-56.977215,-22.155874,149.55191,92.8976
glute_bridge_down,1035.6536,334.20895,125.19958,1054.288,346.1344,92.55797,1054.3799,349.46274,92.521965,1054.6917,353.147,92.46701,1054.8374,342.80835,147.49896,1055.0894,343.45746,147.60585,1055.5183,343.98346,147.38478,1046.2181,385.3267,21.081635,1046.4003,368.59988,259.74512,1013.6387,340.17545,101.881546,1014.5775,336.2428,171.66595,962.1327,436.4383,-180.43845,918.08167,372.6889,415.2132,834.519,498.00034,-401.12408,775.9697,407.89624,502.04584,694.5254,516.452,-561.65405,624.61926,414.99905,459.75684,648.14386,546.5537,-629.1931,587.432,419.85223,463.89877,643.45636,525.8903,-609.2925,583.89325,421.4286,416.39584,658.77655,510.89508,-553.1644,596.5002,420.6466,436.41995,653.34344,443.25458,-179.3859,632.2175,398.6442,179.00937,470.05536,236.15414,-253.8385,449.10992,205.78926,58.231773,377.542,465.94894,-105.82729,349.5024,405.18463,273.55493,395.5661,508.56567,-89.15575,362.05905,444.0322,290.80408,254.79805,516.8054,-120.29008,241.02017,457.31763,251.75214
glute_bridge_down,582.9221,364.64813,126.32966,595.84076,370.8004,101.557365,596.26855,372.72058,101.55935,596.88367,374.74783,101.57472,595.79065,369.20206,141.65103,596.11017,370.16766,141.70166,596.6259,371.29547,141.53339,595.34393,397.07196,49.92895,594.6239,392.0978,227.76848,571.03107,372.50095,109.30606,570.4583,370.19925,160.9094,537.7612,433.85065,-100.239716,502.35764,395.87802,339.15466,476.80832,461.8659,-337.1973,412.7554,416.38412,446.6908,408.3023,487.42175,-539.73096,331.71854,417.11884,466.04037,386.29343,506.27896,-588.912,304.7825,417.23715,479.0214,380.28815,501.79623,-582.03925,305.8037,419.81717,447.52393,386.41537,494.56995,-538.22437,316.26825,421.7338,452.33627,322.13684,440.0105,-137.27007,316.28452,411.24176,137.05013,235.58035,284.1453,-158.99245,216.39543,263.4138,90.33761,159.74815,437.46225,-131.0979,171.59787,410.18677,168.66373,170.9997,469.2326,-128.40767,188.44888,438.09406,172.91817,77.358246,468.8984,-167.14955,99.91077,455.18774,142.08096
glute_bridge_down,62.93183,109.7814,1.977442,54.23913,116.02936,11.439719,54.245598,116.49741,11.404001,54.269455,117.05742,11.3286,53.950882,117.92447,-10.369414,53.64983,119.61178,-10.416384,53.286022,121.56131,-10.448159,59.5262,126.18817,73.52136,57.956673,134.45299,-27.429766,71.934685,112.41425,26.007235,71.67263,115.12507,-3.5968378,116.64773,128.87004,147.53658,90.4713,160.3006,-77.748146,148.23842,120.92656,361.65973,75.39482,204.09885,-254.42473,160.03912,95.79402,550.77405,58.90114,254.73976,-436.93674,165.2568,89.11975,598.0654,55.899467,276.4339,-461.3341,161.33858,90.40705,576.614,58.181274,277.825,-458.4776,159.13138,94.15735,547.94086,61.670967,268.97397,-440.2561,252.13766,148.57008,70.73986,250.69781,173.22824,-70.58181,317.43854,75.045975,43.474712,330.0312,86.52625,-109.41789,354.48624,169.07315,87.20883,368.363,184.09424,-73.664444,345.77332,187.63686,90.441284,358.2303,200.94577,-67.15884,395.69086,187.20055,92.99829,415.86685,200.96829,-57.656075
glute_bridge_up,103.85474,368.1206,38.913464,94.864296,372.3399,51.935623,94.80445,373.24115,51.9017,94.737595,374.35968,51.88666,94.069626,374.17105,20.614906,93.54904,376.21017,20.611378,93.06432,378.57004,20.530994,97.49536,390.51904,114.68688,96.27541,395.3986,-27.3512,114.46125,372.27106,65.01476,113.56423,374.6251,24.193838,158.21373,390.98975,185.80806,150.20035,422.8766,-111.51612,244.67937,396.25708,232.71307,241.72633,430.85062,-150.6981,310.89078,390.38052,207.01138,319.00958,443.32782,-168.21097,330.1404,393.05957,209.81732,344.50046,450.20523,-189.23949,333.13205,395.24176,188.16457,345.97195,447.04556,-186.35812,326.03354,394.648,195.65788,339.37802,443.515,-165.17206,286.57187,328.70242,96.49737,288.13013,342.72964,-96.40996,400.9384,263.76596,43.482494,409.95804,273.47852,-162.1878,415.443,382.96362,178.2493,419.79645,399.93845,-27.248255,405.61615,407.06042,192.0999,412.33865,423.50153,-10.858769,466.41296,390.179,195.02478,471.01242,409.4171,-1.383736
glute_bridge_up,385.44803,125.62545,45.607662,393.45798,130.78734,28.350122,393.81848,132.43015,28.37781,394.27405,134.46843,28.34019,393.3368,129.6372,57.52895,393.5417,130.38579,57.552826,393.77615,131.32063,57.50283,392.45688,148.55005,-21.760508,391.41788,145.21628,109.4082,377.1705,130.5111,30.043139,376.33673,128.68793,67.88257,349.11038,167.43477,-102.84003,342.68085,147.81168,180.5116,274.60336,182.70416,-142.09181,266.72186,147.09082,230.4352,205.5299,194.57703,-175.81335,206.22606,145.11783,234.67256,182.95758,202.45752,-201.18408,187.50195,146.24612,245.0623,181.55887,195.70607,-193.94696,185.12904,148.1906,225.84256,189.2231,192.378,-172.45418,192.60083,148.87605,225.78424,230.25423,99.22976,-90.85328,230.43874,85.829185,90.74883,130.55435,43.12742,-144.07803,135.9342,34.723904,71.90969,108.92352,156.67465,-41.852406,112.38881,141.4024,179.83533,123.19853,177.92744,-32.06158,129.63855,162.20332,189.10062,61.641582,163.68747,-42.102894,70.48653,150.7194,173.09879
glute_bridge_up,201.40343,264.25223,88.23549,179.13165,279.53326,112.3103,179.56104,281.087,112.05034,179.95758,282.9497,111.82947,178.9813,286.01685,51.70452,179.43199,291.857,51.696556,179.91646,298.75375,51.429478,192.9435,312.5047,242.43582,193.36136,334.0689,-28.171232,228.76984,272.28903,143.60097,229.51904,280.93005,65.165695,347.5037,292.20483,389.37213,323.02936,397.7713,-205.0875,543.19464,306.59875,507.20416,532.1483,454.45084,-287.85025,698.6307,274.1168,485.42175,738.38525,469.86807,-343.25067,743.248,281.8149,487.3569,802.401,492.4701,-383.39954,744.6554,286.7274,434.10846,802.9935,471.19943,-389.722,735.87354,282.30872,459.16516,786.11426,454.78558,-341.9361,695.00574,207.52667,179.95242,717.35754,280.8535,-179.43025,983.60425,62.81153,10.108167,1018.10736,97.112656,-319.5974,977.27893,314.88843,375.49075,1035.6493,382.97278,-64.644615,950.9348,358.4051,410.99564,1009.23254,446.18542,-31.69657,1130.021,365.29184,424.55887,1186.5529,435.28384,-31.750584
glute_bridge_down,1078.3035,212.19977,135.0918,1102.7106,225.74316,98.5846,1103.8457,230.05678,98.52603,1104.8553,234.5339,98.40443,1101.8274,220.59625,156.85648,1102.3907,221.0759,156.92886,1102.9906,221.64984,156.6853,1098.8657,261.62543,30.518353,1097.1045,245.20096,284.24588,1059.8793,223.35637,116.10913,1057.241,216.9139,190.25833,1022.64136,319.9908,-192.35237,955.6609,238.9807,469.77423,850.43634,387.04324,-370.60635,778.2484,303.65237,565.978,657.57385,411.39786,-494.72412,632.97766,316.36005,510.6718,597.4654,437.5799,-569.2372,577.29443,337.9698,515.6971,591.5168,421.65814,-543.0424,579.23505,340.59903,458.84827,604.9075,409.10587,-482.79465,600.45374,341.1904,484.40387,615.98035,317.9796,-212.31934,595.8953,264.73175,212.14374,374.07288,49.20768,-282.31674,381.7421,43.101475,60.329876,267.3786,348.96616,-197.8128,259.7014,297.38687,274.4076,298.61676,403.80658,-188.90524,284.37122,365.16168,288.82236,106.18046,413.99387,-246.36787,116.08532,376.5201,229.32014
glute_bridge_up,1071.3512,275.6395,35.879864,1096.3795,292.69855,-3.4234266,1097.2717,298.0641,-3.4620082,1098.1094,304.24557,-3.6033015,1095.4393,286.9642,57.283463,1095.9276,287.88852,57.344498,1096.4625,288.89273,57.120594,1086.404,342.1839,-87.27276,1086.6117,322.40042,183.53543,1046.5273,290.02603,13.415319,1047.4138,281.853,92.14591,957.1241,402.80966,-243.37447,929.5035,304.2418,361.2071,735.114,457.41028,-289.64075,731.3111,336.60635,460.82657,535.64355,473.76224,-289.63812,584.5092,318.93756,422.46936,468.14087,500.70023,-337.2973,540.998,299.3068,430.21115,465.31677,484.13705,-327.13232,540.4878,310.85178,373.83102,485.0444,473.37897,-280.3453,557.4573,316.57886,395.47906,558.60645,278.29376,-202.16667,574.63635,209.19312,201.8548,259.24695,94.51924,-334.7625,290.5182,70.16149,119.264595,255.11823,380.27524,-59.75255,283.0534,333.64417,375.85736,286.84363,435.10797,-34.020737,318.76016,379.73788,398.35962,107.392426,429.2774,-41.8414,141.73093,397.00797,375.7164
glute_bridge_up,460.73395,147.2765,149.08667,470.55545,152.50386,130.76886,471.37808,154.30962,130.75677,472.3407,156.5303,130.64348,469.95175,150.9643,160.09818,470.1416,151.61703,160.19254,470.4329,152.47403,160.20535,474.0799,172.43974,77.854774,471.7592,166.95213,213.02586,452.1952,153.46089,133.28857,451.63095,151.32442,172.13522,443.98135,202.67812,-0.7650485,418.15665,180.99092,243.59557,383.9921,224.24786,-114.82102,332.94812,195.4062,218.55095,328.754,239.58542,-249.93716,233.17525,205.60576,176.23364,310.91855,253.2818,-287.147,219.18565,211.07137,180.48227,308.28513,250.16705,-274.5552,215.16756,212.68498,161.67801,312.69638,244.64302,-248.85956,219.90686,210.82524,166.20236,322.25427,132.20851,-95.62603,305.50476,135.94336,95.49087,214.04175,94.87205,-193.8333,179.72018,85.7919,61.74128,192.64519,207.0176,-111.94133,127.48536,197.79028,115.97832,202.44257,220.31447,-106.08671,120.19755,203.40605,119.28826,147.40787,241.05505,-131.6902,74.146965,199.98882,75.54966
glute_bridge_down,374.85956,123.23777,15.469913,381.79584,128.32588,2.502638,381.79358,129.41711,2.4969983,381.88727,130.7041,2.486791,381.9575,127.55926,23.021278,382.0435,128.00658,23.042408,382.2541,128.51129,22.968712,378.82602,141.32881,-29.654566,379.28885,138.58365,59.690098,367.078,125.750755,4.871522,367.17944,124.37045,31.10468,337.85895,158.80763,-88.82024,333.22098,138.93744,113.34497,275.03833,170.5794,-120.33324,270.94897,146.19205,135.04468,216.5269,168.93044,-115.69086,217.52766,148.772,114.58125,199.32292,171.90651,-133.37943,201.22725,147.86208,117.50365,197.17989,168.21779,-123.248566,200.34828,149.74152,100.86164,202.19035,166.02596,-110.48668,204.79846,150.20227,106.58017,223.59033,149.34276,-66.54394,223.18428,134.08066,66.502144,166.78491,71.90868,-83.02582,171.33043,61.690235,31.51918,125.69666,149.9845,-29.306862,132.24652,137.63448,111.76967,134.24867,165.9472,-25.43889,138.14738,156.01126,117.7275,83.784256,164.40147,-42.904484,93.93021,154.97783,105.90198
glute_bridge_up,389.12003,192.52242,35.318165,397.0477,196.54875,21.35472,397.28802,198.10945,21.367262,397.5035,200.10768,21.318518,396.9482,195.12686,43.527607,397.13257,195.40959,43.540836,397.35165,195.82787,43.497944,395.8574,212.02628,-13.7346945,395.83636,207.24797,86.5446,380.84735,196.76932,25.677038,381.32092,194.37311,54.522102,355.85434,225.2516,-75.50186,348.14673,207.89725,150.31158,289.92456,235.55205,-92.00251,285.1016,216.08585,194.59541,228.50867,236.77666,-87.63527,230.58485,213.79498,211.70007,209.67639,240.44485,-102.187126,216.30515,210.61256,221.95613,206.05952,236.27072,-95.60115,212.42754,213.24051,207.94385,213.3107,233.88216,-83.6086,218.62892,214.68733,205.28767,243.86589,164.30954,-73.17029,243.53116,156.5419,73.07954,138.74864,112.795105,-124.57634,148.43077,118.65187,49.86126,133.0368,203.36916,-33.591312,138.89333,199.01341,142.82205,136.40018,220.99619,-25.493645,137.04483,213.5685,150.97191,86.87817,225.72473,-37.539066,92.97211,219.24394,134.2243
glute_bridge_up,118.89658,137.9028,175.29382,112.83762,138.9004,183.19002,112.68396,139.4299,183.18414,112.47745,140.05498,183.10864,111.88866,139.55792,167.59128,111.02713,140.65236,167.55693,110.1531,141.88806,167.49513,110.36757,149.96393,208.55527,107.629425,151.76836,136.40015,123.93346,140.81323,185.2427,122.898735,141.55275,164.51971,150.26347,163.47252,205.51216,118.96493,169.67482,62.190544,208.3107,175.13118,176.00986,167.52844,183.87094,-41.9119,281.98224,185.33846,138.54482,216.56554,192.985,-146.57959,300.52164,187.02353,134.3251,230.52727,202.82169,-162.6163,301.02277,188.72452,128.66095,233.39104,199.70415,-153.48402,296.1143,188.54169,133.76755,229.16512,195.3448,-143.52948,220.3436,126.1542,55.418232,205.40134,125.96085,-55.609127,312.4359,84.3297,21.116512,293.09763,88.51658,-104.773674,331.02664,180.44354,69.06677,316.61084,178.11403,-69.6472,326.3444,183.99313,73.888,309.50403,196.38475,-63.756023,367.72253,191.68597,72.37696,353.12762,206.79697,-61.74216
glute_bridge_down,229.6364,89.94434,21.747887,234.50029,93.35177,14.1990185,234.51118,94.1218,14.188778,234.58836,94.94275,14.169102,234.47928,92.664444,28.278114,234.43182,92.88509,28.296968,234.44395,93.1282,28.238865,232.22787,102.62739,-5.29483,231.93044,100.00961,56.630993,224.10446,91.13977,15.250249,224.04224,90.165115,33.348263,207.22751,118.65035,-51.638184,197.02235,97.01112,93.60755,165.747,135.45589,-77.51089,159.2416,106.617775,115.21682,124.05581,130.46004,-82.5143,124.74366,104.551834,105.15811,110.4136,136.11362,-95.229454,114.46013,102.84471,107.20384,109.120514,130.27586,-89.70462,115.3041,103.32848,95.61298,113.744606,127.13518,-79.35587,118.149796,105.8218,99.45451,124.8922,111.84766,-48.135098,125.46814,95.48073,48.05993,82.789,53.4991,-68.624954,85.04319,44.798122,24.306921,67.253586,110.232544,-14.149181,69.919586,103.74758,80.41986,72.554016,122.058586,-8.751708,76.125465,116.15518,85.77206,38.958435,123.04627,-14.23673,44.372482,117.67279,82.06309
glute_bridge_down,364.33832,146.19814,-19.268087,368.80573,151.19467,-31.663803,368.50146,152.10837,-31.685278,368.21735,153.09332,-31.70721,369.22787,150.82889,-13.732879,369.19998,151.43866,-13.710551,369.2236,152.10602,-13.759632,364.0743,161.73601,-61.73687,365.27936,160.34789,16.674286,357.59787,147.55298,-29.192528,357.98392,146.83829,-6.1125646,328.54227,173.28667,-106.30772,325.19724,159.4338,66.248856,272.12543,184.30127,-130.98416,271.4707,165.1513,88.74175,217.75713,186.1361,-125.522156,229.84225,168.98015,73.40042,202.48486,190.16502,-141.22035,215.74226,168.34016,77.1508,201.14606,188.13095,-132.68219,209.12068,172.37494,62.398518,205.6366,185.8475,-121.233185,218.77519,169.50261,66.67618,223.45747,168.26755,-55.751934,227.10226,154.3263,55.76155,176.65436,100.87228,-67.08269,187.8022,94.83505,39.108505,143.56451,168.85034,-14.522732,154.25845,155.68024,112.57106,151.75763,179.72614,-9.491643,159.79112,169.96086,117.94654,109.160904,182.4865,-12.790262,124.1321,171.21797,118.22593
glute_bridge_up,395.23193,406.5345,63.72929,381.8128,414.7364,79.933815,381.87405,416.66492,79.89381,382.1025,418.8449,79.88581,381.64343,415.58487,37.100613,381.46408,417.98688,37.067406,381.3037,420.66812,36.925095,389.61288,438.723,159.89508,387.5523,441.47537,-35.47138,411.21524,412.1642,97.54597,410.27054,413.13403,41.519714,472.77707,437.28525,263.91,447.69092,475.0747,-155.84164,579.2684,461.51978,316.64426,561.60205,506.55844,-263.9931,670.5303,448.6793,279.32043,677.7829,523.0029,-335.9335,699.6264,448.4802,284.21423,710.4872,534.50446,-372.33157,705.4407,447.87967,253.21373,711.7779,522.82556,-366.063,694.6447,450.17465,263.02267,702.69543,515.50684,-332.61188,637.0669,360.57373,138.89154,637.54565,374.4634,-138.84703,789.08057,303.67746,104.91441,802.25256,309.0589,-241.37283,858.9862,451.51547,220.91489,866.7856,468.56732,-139.84015,857.20715,484.27448,230.4791,860.087,505.99,-128.21085,925.4027,447.52783,205.35858,935.91254,474.92535,-158.98085
glute_bridge_up,145.0716,297.55743,171.139,136.86339,301.57404,196.61467,136.89606,301.33157,196.6075,136.92816,301.14105,196.55756,136.47565,306.15588,162.92313,136.17113,309.4141,162.87314,135.88222,313.5617,162.7863,141.1102,312.98608,300.37836,140.71684,331.1014,146.59976,156.74295,298.44586,211.0097,157.55075,303.48413,166.53302,204.17728,311.9789,366.7683,185.14731,360.00162,45.872753,291.70346,320.8016,407.72165,255.55232,391.35248,-92.92835,374.9099,318.25385,378.2595,348.56833,404.7148,-215.01239,400.80658,321.60278,381.33417,373.05252,418.68155,-250.27754,407.83127,326.6011,362.9008,375.82883,411.07028,-243.27563,394.96616,326.13196,368.08298,367.51224,404.76013,-213.45088,329.74857,262.4522,113.915764,328.78534,297.1383,-114.102394,445.8707,195.79526,14.206981,448.09546,236.1345,-225.3085,448.015,319.15396,206.4165,458.02118,364.0837,-105.882286,437.01102,348.73123,227.8671,439.8013,383.5576,-91.23224,499.43924,345.03525,239.05795,509.29715,386.2725,-100.8259
glute_bridge_up,302.00745,347.85114,-69.39673,285.71838,358.1006,-35.243114,285.4806,359.12677,-35.389416,285.27692,360.33795,-35.446476,286.15497,363.3707,-103.443665,286.15833,368.05585,-103.460304,286.41565,373.81308,-103.661964,295.14667,387.8666,139.0336,297.6507,406.6641,-166.65947,323.75516,352.32568,1.7695236,326.09067,358.76035,-86.07758,408.54065,368.0713,337.07495,412.91193,465.73267,-298.501,555.9118,387.22937,415.81232,575.0502,508.98685,-348.08057,686.67365,385.60785,257.1446,730.25195,541.4785,-371.2846,723.7411,378.6341,241.00569,776.2609,563.66095,-420.7057,726.463,382.37875,189.64206,780.8849,549.374,-434.9851,714.7607,389.12393,226.66238,767.3561,537.26904,-374.22028,671.183,254.99702,220.88655,691.87067,313.86606,-220.69421,845.1216,120.88608,103.26924,910.5376,172.95905,-401.36325,877.3017,341.756,510.38324,904.89355,380.52155,64.063416,853.8645,372.39313,553.18964,884.40845,416.6829,117.08087,962.2094,374.70035,588.66895,1003.13306,410.97076,160.2055
glute_bridge_down,362.78296,220.99892,478.29526,350.0949,228.46411,496.90253,351.0819,228.37666,496.74014,352.10455,228.45447,496.50803,344.8813,233.96239,465.2406,342.20844,237.6139,465.22443,339.51483,241.51184,464.96497,352.8755,243.41614,555.4202,336.64456,260.9134,413.69797,378.61798,225.82167,498.6992,372.75995,231.09514,456.9722,462.40076,265.57452,547.3781,349.22308,303.00702,210.89249,625.4573,349.53052,553.8866,453.68585,372.70114,5.2760887,777.2473,356.55692,499.0987,608.96484,417.3647,-204.0819,821.21533,370.009,483.70007,645.6975,451.14862,-227.38228,830.28296,372.8484,463.36652,656.0176,439.71475,-223.18816,803.8578,369.58795,485.1495,646.67975,422.96634,-201.78185,716.58716,320.4687,110.97261,660.2601,342.32327,-111.45034,928.1745,134.36658,-23.301342,885.8622,125.28665,-193.07008,1018.8971,383.86533,1.9390286,1001.9153,418.45477,-234.7233,994.95355,427.96213,0.7776345,975.38086,466.91837,-231.36736,1150.7322,454.99783,-42.60186,1144.9274,497.8976,-255.68587
